#,Folio,Programa,Tipo,Área,Carrera,Coordinador que inscribe,Curso de Inducción,Empresa,Domicilio
270,150717,ANÁLISIS E IMPLEMENTACIÓN DE VPN´S PARA USO ESTUDIANTIL,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: CD UNIVERSITARIA CP: 72592
Puebla , Puebla
(222) 2477377 EXT 0
(0) 0 EXT 0
adrianah.beristain@correo.buap.mx"
271,150722,IMPLEMENTAR SERVICIOS DE SEGURIDAD EN LINUX,Serv Social,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: CD UNIVERSITARIA CP: 72592
Puebla , Puebla
(222) 2477377 EXT 0
(0) 0 EXT 0
adrianah.beristain@correo.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.DE LA COMPUTACION,"AV. SAN CLAUDIO Y 14 SUR S/N COL: CD UNIVERSITARIA CP: 72592
Puebla , Puebla
(222) 2477377 EXT 0
(0) 0 EXT 0
adrianah.beristain@correo.buap.mx"
,,,,,,,,,
272,150760,DESARROLLO DE APPS: WEB Y MÓVIL PARA EL APOYO A LABORES ACADÉMICAS Y ADMINISTRATIVAS DE LA FCQ,Serv Social,DIRECCIÓN FAC. CIENCIAS QUIMICAS,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CIENCIAS QUIMICAS,"Paseo del Ebro 135 COL: Valle Real CP: 72820
San Andrés Cholula , Puebla
(222) 2295500 EXT 7366
(222) 2168123 EXT
JORGE.CERNA@CORREO.BUAP.MX"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CIENCIAS QUIMICAS,"Paseo del Ebro 135 COL: Valle Real CP: 72820
San Andrés Cholula , Puebla
(222) 2295500 EXT 7366
(222) 2168123 EXT
JORGE.CERNA@CORREO.BUAP.MX"
,,,,,,,,,
273,150770,DESARROLLO DE UNA INTERFAZ DE USUARIO PARA EL FILTRADO DEL EEG Y VISUALIZACIÓN DE FUENTES.,Serv Social,LABORATORIO DE MODELACIÓN MATEMÁTICA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"18 SUR Y AV. SAN CLAUDIO C. U. 00 COL: COL. SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2119
(222) 2295500 EXT 2178
oliveros@fcfm.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"18 SUR Y AV. SAN CLAUDIO C. U. 00 COL: COL. SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2119
(222) 2295500 EXT 2178
oliveros@fcfm.buap.mx"
,,,,,,,,,
274,150776,INTEGRACIÓN NUMÉRICA DE FUNCIONES ALTAMENTE OSCILANTES,Serv Social,FACULTAD DE CIENCIAS FÍSICO MATEMÁTICAS.,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"18 SUR Y AV. SAN CLAUDIO C. U. 00 COL: COL. SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2119
(222) 2295500 EXT 2178
oliveros@fcfm.buap.mx"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"18 SUR Y AV. SAN CLAUDIO C. U. 00 COL: COL. SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 2119
(222) 2295500 EXT 2178
oliveros@fcfm.buap.mx"
,,,,,,,,,
275,150781,ARCHIVOS EN BUSQUEDA DE UN INVESTIGADOR,Serv Social,ARCHIVO GENERAL DEL ESTADO,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,,,,,
276,150783,CONOCE LA VIDA JURÍDICA TRAVÉS DEL PERIÓDICO OFICIAL DEL ESTADO DE PUEBLA,Serv Social,DIRECCIÓN DEL PERIÓDICO OFICIAL DEL ESTADO,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,SECRETARÍA GENERAL DE GOBIERNO DEL ESTADO DE PUEBLA,"3 PONIENTE716 Col: CENTRO CP: 72000
Puebla,Puebla
()3096224 Ext:
(222) Ext:"
,,,,,,,,,
277,150787,DISEÑO E IMPARTICIÓN DE TALLERES Y ASESORÍAS PARA ALUMNOS DE NIVEL MEDIO SUPERIOR,Serv Social,DIRECCIÓN ACADÉMICA,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,INSTITUTO DE CONSULTORÍA UNIVERSITARIA SANTIN S.C.,"16 DE SEPTIEMBRENO. 1909 Col: EL CARMEN CP: 72530
Puebla,Puebla
(222)2402793 Ext: 0
(0)0 Ext: 0
PUBLICIDAD@IUPUEBLA.COM; CONVENIOS@IUPUEBLA.COM"
,,,,,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,INSTITUTO DE CONSULTORÍA UNIVERSITARIA SANTIN S.C.,"16 DE SEPTIEMBRENO. 1909 Col: EL CARMEN CP: 72530
Puebla,Puebla
(222)2402793 Ext: 0
(0)0 Ext: 0
PUBLICIDAD@IUPUEBLA.COM; CONVENIOS@IUPUEBLA.COM"
,,,,,,,,,
278,150830,"ENSEÑANZA EN E ÁREAS DE TECNOLOGÍA DE VANGUARDIA, FÍSICA Y MATEMÁTICAS",Serv Social,FACULTAD DE CIENCIAS FÍSICO-MATEMÁTICAS,Ing Ciencias Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"AVENIDA SAN CLAUDIO Y 18 SUR EMA 3, OFICINA 211 COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 3665
(222) 0 EXT 000
isabel.pedraza@correo.buap.mx"
,,,,,Ciencias de la Computación,ESPINOZA HERNANDEZ NELVA BETZABEL ,--,FACULTAD DE CS.FISICO MATEMATICAS,"AVENIDA SAN CLAUDIO Y 18 SUR EMA 3, OFICINA 211 COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 3665
(222) 0 EXT 000
isabel.pedraza@correo.buap.mx"
,,,,,,,,,
279,146099,MANTENIMIENTO PREVENTIVO Y/O CORRECTIVO DE EQUIPO DE CÓMPUTO,práctica profesional,FACULTAD DE INGENIERÍA QUÍMICA,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7252
() EXT
jonatan_izucar@hotmail.com"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE INGENIERIA QUIMICA,"AV. SAN CLAUDIO S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 7252
() EXT
jonatan_izucar@hotmail.com"
,,,,,,,,,
280,146122,FORTALECIMIENTO DE LOS PROCESOS DEL DEPARTAMENTO DE INGRESO Y EVALUACIÓN A TRAVÉS DE LAS TECNOLOGÍAS.,práctica profesional,DIRECCIÓN DE RECURSOS HUMANOS,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,DIRECCION DE RECURSOS HUMANOS,"AV. SAN CLAUDIO CIUDAD UNIVERSITARIA,EDIFICIO 122 A 122-A COL: SAN MANUEL CP: 72590
Puebla , Puebla
(222) 2295500 EXT 5897
(222) 2295500 EXT 5885
francisco.ruiz@correo.buap.mx"
281,146169,"ACTIVIDADES ADMINISTRATIVAS, CULTURALES Y DE SERVICIO EN LOS MUSEOS",práctica profesional,MUSEOS PUEBLA OPD,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,MUSEOS PUEBLA OPD,"AVENIDA REFORMA1503 Col: CENTRO HISTÓRICO CP: 72000
Puebla,Puebla
(222)2465858 Ext: 109
(0)0 Ext: 000000000
PP.SERVICIOSOCIAL@GMAIL.COM"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,MUSEOS PUEBLA OPD,"AVENIDA REFORMA1503 Col: CENTRO HISTÓRICO CP: 72000
Puebla,Puebla
(222)2465858 Ext: 109
(0)0 Ext: 000000000
PP.SERVICIOSOCIAL@GMAIL.COM"
,,,,,,,,,
282,146215,PAGINA WEB DE LA ORGANIZACIÓN,práctica profesional,COORDINACIÓN GENERAL,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,VENTANA AMBIENTAL DESARROLLO SUSTENTABLE A.C.,"LIBERTAD1556 Col: GRANJAS MAYORAZGO CP: 72480
Puebla,Puebla
(222)3991928 Ext:
() Ext:
ventanaambiental@gmail.com"
283,146230,CREACION Y PROPUESTA DE LOGOS,práctica profesional,RELACIONES PUBLICAS Y SOCIAL,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,CONSTRUCTORA E INMOBILIARIA E URBANIZADORA CARRE S.A. DE C.V.,"16 DE SEPTIEMBRENO. 42 Col: SAN ANTONIO CACALOTEPEC CP: 72828
Puebla,Puebla
(222)1407841 Ext: 0
(222)2641995 Ext: 0
TALENTSINPROGRESS@GMAIL.COM"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,CONSTRUCTORA E INMOBILIARIA E URBANIZADORA CARRE S.A. DE C.V.,"16 DE SEPTIEMBRENO. 42 Col: SAN ANTONIO CACALOTEPEC CP: 72828
Puebla,Puebla
(222)1407841 Ext: 0
(222)2641995 Ext: 0
TALENTSINPROGRESS@GMAIL.COM"
,,,,,,,,,
284,146236,"INVESTIGACIÓN 'EMERGENCIA DE POLÍTICAS IDENTITARIAS (FASCISMO, RACISMO, GENOCIDIO) Y RESISTENCIAS GLOBALES",práctica profesional,FACULTAD DE DERECHO Y CIENCIAS SOCIALES,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE DERECHO Y CS.SOCIALES,"AV. SAN CLAUDIO NA COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 00
(0) 0 EXT 0
rogelio.mujica7@gmail.com"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE DERECHO Y CS.SOCIALES,"AV. SAN CLAUDIO NA COL: CIUDAD UNIVERSITARIA CP: 72570
Puebla , Puebla
(222) 2295500 EXT 00
(0) 0 EXT 0
rogelio.mujica7@gmail.com"
,,,,,,,,,
285,146244,DESARROLLO DE APLICACIONES MÓVILES IOS / ANDROID,práctica profesional,OFICINA DE INNOVACIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
,,,,,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
286,146246,DESARROLLO DE APLICACIONES WEB PHP,práctica profesional,OFICINA DE INNOVACIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
287,146252,DISEÑO Y DESARROLLO DE SOLUCIONES TECNOLÓGICAS PARA HOSPITALES INTELIGENTES,práctica profesional,OFICINA DE INNOVACIÓN,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,RAMA REDES DE VALOR. FRANCISCO JAVIER LEÓN GARCÍA,"PRIV 1 ERA DE LA 23 PONIENTE2310 A Col: LOS VOLCANES CP: 72410
Puebla,Puebla
(222)2402445 Ext:
() Ext:
RECLUTAMIENTO@GRUPORAMA.MX"
,,,,,,,,,
288,146265,DESARROLLO DE SISTEMAS EDUCATIVOS CON METODOLOGÍAS ÁGILES,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"Rio Salado 5325-2 COL: Jardines de San Manuel CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7223+183
(222) 2295672 EXT
asanchez@cs.buap.mx"
289,146281,INGENIERO-SUPERVISOR-ADMINISTRADOR,práctica profesional,LABORATORIO DE CÓMPUTO: MÓDULO 1,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7215
(222) 2295500 EXT 7208
rgtamayo@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR S/N COL: SAN MANUEL CP: 72570
Puebla , Puebla
(222) 2295500 EXT 7215
(222) 2295500 EXT 7208
rgtamayo@cs.buap.mx"
,,,,,,,,,
290,146297,APRENDIZ DE OPERACIONES DE TI LOCAL,práctica profesional,TI,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,CONTROL GERENCIAL DE PERSONAS S.A. DE C.V.,"AARON MERINO FERNANDEZ8 Col: AMOR CP: 72140
Puebla,Puebla
(222)2558000 Ext: 8028
(222)2619743 Ext: 105
VINCULACION@EVOLUCIONE.NET"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,CONTROL GERENCIAL DE PERSONAS S.A. DE C.V.,"AARON MERINO FERNANDEZ8 Col: AMOR CP: 72140
Puebla,Puebla
(222)2558000 Ext: 8028
(222)2619743 Ext: 105
VINCULACION@EVOLUCIONE.NET"
,,,,,,,,,
291,146315,DESARROLLO DE APLICACIONES EN LA NUBE CON GOOGLE- CLOUD USANDO CÓDIGO ABIERTO KUBERNETES Y CONTENEDORES DOCKER,práctica profesional,"EDIFICIO CCO2 CUBÍCULO 209, JUNTO A EDUCACIÓN CONTINUA DE LA FCC",Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVDA. SAN CLAUDIO Y 14 SUR EDIFICIO 104B COL: SAN MANUEL CP: 72590
Puebla , Puebla
(222) 2295500 EXT 7243
(222) 2295500 EXT 5672
MROSSAINZL@GMAIL.COM"
292,146318,APLICACIÓN WEB PARA EL DISEÑO ÁGIL DE SISTEMAS SOFTWARE,práctica profesional,"EDIFICIO CCO2 CUBÍCULO 209, JUNTO A EDUCACIÓN CONTINUA DE LA FCC",Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVDA. SAN CLAUDIO Y 14 SUR EDIFICIO 104B COL: SAN MANUEL CP: 72590
Puebla , Puebla
(222) 2295500 EXT 7243
(222) 2295500 EXT 5672
MROSSAINZL@GMAIL.COM"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"AVDA. SAN CLAUDIO Y 14 SUR EDIFICIO 104B COL: SAN MANUEL CP: 72590
Puebla , Puebla
(222) 2295500 EXT 7243
(222) 2295500 EXT 5672
MROSSAINZL@GMAIL.COM"
,,,,,,,,,
293,146351,APORTACIONES A LAS DIFERENTES AREAS DEL CONOCIMIENTO EN H AYUNTAMIENTO,práctica profesional,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,,,,,
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,,,,,
294,146352,APORTACIONES A LAS DIFERENTES AREAS DEL CONOCIMIENTO DENTRO DEL AYUNTAMIENTO,práctica profesional,DIVERSAS UNIVDADES ADMINISTRATIVAS QUE CONFORMAN EL H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,,,,,
,,,,,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,H. AYUNTAMIENTO DE SAN PEDRO CHOLULA,"PORTAL GUERRERO3 Col: CENTRO CP: 72760
Puebla,San Pedro Cholula
(222)7772900 Ext:
(222)7772918 Ext:
CLAUDIA.GONZALEZ@CHOLULA.GOB.MX"
,,,,,,,,,
295,146359,DESARROLLADOR DE SITIO WEB,práctica profesional,MARKETING DIGITAL,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,MERKACOACH CONSULTORES S.C.,"BLVRD. 22 SUR5729 Col: JARDÍNES DE SAN MANUEL CP: 72570
Puebla,Puebla
(222)2645628 Ext: 0
(222)2645628 Ext: 0
ADMIN@MERKACOACH.COM"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,MERKACOACH CONSULTORES S.C.,"BLVRD. 22 SUR5729 Col: JARDÍNES DE SAN MANUEL CP: 72570
Puebla,Puebla
(222)2645628 Ext: 0
(222)2645628 Ext: 0
ADMIN@MERKACOACH.COM"
,,,,,,,,,
296,146365,DESARROLLO E IMPLEMENTACIÓN DE PÁGINA WEB,práctica profesional,MERCADOTECNIA,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,CENTRO INTERNACIONAL EN ARTES Y CIENCIAS CINEMATOGRAFICAS A.C.,"LANCEROS DE OAXACANO. 64 Col: COLONIA LOMAS DE LORETO CP: 72260
Puebla,Puebla
(222)2368993 Ext: 0
(0)0 Ext: 0
INFO@CINE-ARTE.NET, SC-MARKETING@CINE-ARTE.NET"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,CENTRO INTERNACIONAL EN ARTES Y CIENCIAS CINEMATOGRAFICAS A.C.,"LANCEROS DE OAXACANO. 64 Col: COLONIA LOMAS DE LORETO CP: 72260
Puebla,Puebla
(222)2368993 Ext: 0
(0)0 Ext: 0
INFO@CINE-ARTE.NET, SC-MARKETING@CINE-ARTE.NET"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,CENTRO INTERNACIONAL EN ARTES Y CIENCIAS CINEMATOGRAFICAS A.C.,"LANCEROS DE OAXACANO. 64 Col: COLONIA LOMAS DE LORETO CP: 72260
Puebla,Puebla
(222)2368993 Ext: 0
(0)0 Ext: 0
INFO@CINE-ARTE.NET, SC-MARKETING@CINE-ARTE.NET"
,,,,,,,,,
297,146423,COMO HACER SEGURA UNA PAGINAS WEB,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACIÓN,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO S/N COL: COLONIAL SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
brinza@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO S/N COL: COLONIAL SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
brinza@cs.buap.mx"
,,,,,,,,,
298,146424,CRIPTOGRAFIA EN DISPOSITIVOS MÓVILES,práctica profesional,FACULTAD DE CIENCIAS DE LA COMPUTACION,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO S/N COL: COLONIAL SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
brinza@cs.buap.mx"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FACULTAD DE CS.DE LA COMPUTACION,"14 SUR Y AVENIDA SAN CLAUDIO S/N COL: COLONIAL SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT
(222) 2295500 EXT
brinza@cs.buap.mx"
,,,,,,,,,
299,146429,ACTUALIZACIÓN PÁGINAS WEB Y DESARROLLO DE UN NUEVO SITIO WEB.,práctica profesional,ADMINISTRACIÓN,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,ALTERNATIVA ENERGÉTICA S.A. DE C.V.,"AV. SAN LORENZO4 INTERIOR 1 Col: COL. CENTRO CP: 72700
Puebla,Cuatlancingo
(222)8895309 Ext: 108
() Ext:
ENERGIADONDEQUIERAS@GMAIL.COM"
300,146488,SOPORTE Y BUSQUEDA DE MEJORAS EN LOS PROCESOS DIGITALES EN LA DIRECCIÓN DE SERVICIO SOCIAL,práctica profesional,DIRECCIÓN DE SERVICIO SOCIAL,"Ing.en Cs de la Computación (Instituto de Estudios Superiores en Arquitectura y Diseño, A.C.)",Monserrat Marlene Vázquez Morales,--,DIRECCION DE SERVICIO SOCIAL,"AVENIDA SAN CLAUDIO, ACCESO POR LA 24 SUR. S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 2503
(0) 0 EXT 0
metalhell@hotmail.com"
,,,,,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,DIRECCION DE SERVICIO SOCIAL,"AVENIDA SAN CLAUDIO, ACCESO POR LA 24 SUR. S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 2503
(0) 0 EXT 0
metalhell@hotmail.com"
,,,,,,,,,
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,DIRECCION DE SERVICIO SOCIAL,"AVENIDA SAN CLAUDIO, ACCESO POR LA 24 SUR. S/N COL: SAN MANUEL CP: 72000
Puebla , Puebla
(222) 2295500 EXT 2503
(0) 0 EXT 0
metalhell@hotmail.com"
,,,,,,,,,
301,146495,CREACIÓN Y MANTENIMIENTO DE APLICACIONES WEB - BACKEND,práctica profesional,AREA DE DESARROLLO,Ciencias de la Computación,ZAMORA LIMA CARLOS ,--,FULL STACK SOCIEDAD POR ACCIONES SIMPLIFICADA DE C.V.,"BOULEVARD MUNICIPIO LIBRE204 Col: LOMAS DEL SUR CP: 72470
Puebla,Puebla
(222)1773973 Ext: 0
(0)0 Ext: 0
PRACTICAS@FSTACK.COM.MX"
,,,,,Ing Ciencias Computación,ZAMORA LIMA CARLOS ,--,FULL STACK SOCIEDAD POR ACCIONES SIMPLIFICADA DE C.V.,"BOULEVARD MUNICIPIO LIBRE204 Col: LOMAS DEL SUR CP: 72470
Puebla,Puebla
(222)1773973 Ext: 0
(0)0 Ext: 0
PRACTICAS@FSTACK.COM.MX"
,,,,,,,,,
